athlete_id;athlete_full_name;games_participations;first_game;athlete_year_birth
safaa-al-jumaili;Safaa AL-JUMAILI;1;London 2012;1990
olena-kravatska;Olena KRAVATSKA;1;Rio 2016;1992
slawomira-szpek;Slawomira SZPEK;1;Beijing 2008;1974
elisaveta-mileva;Elisaveta MILEVA;1;Rome 1960;1934
erkki-olavi-koskinen;Erkki Olavi KOSKINEN;1;London 1948;1925
sjoerd-hoekstra;Sjoerd HOEKSTRA;1;Los Angeles 1984;1959
katrin-garfoot;Katrin GARFOOT;1;Rio 2016;1981
arturo-del-rosario;Arturo DEL ROSARIO;2;Munich 1972;1953
nicolas-mahut;Nicolas MAHUT;2;Rio 2016;1982
azzeddine-brahmi;Azzeddine BRAHMI;2;Seoul 1988;1966
zafar-ahmed-muhammad;Zafar Ahmed MUHAMMAD;2;Melbourne 1956;1913
marcisz;Ewelina MARCISZ;1;PyeongChang 2018;1991
amrenova;Ayaulum AMRENOVA;2;PyeongChang 2018;2001
francois-bonnet-1;François BONNET;1;Munich 1972;1947
kyra-nagy;Kyra NAGY;1;Athens 2004;1977
richard-stenhouse;Richard STENHOUSE;1;Atlanta 1996;1966
felix-alegria;Felix ALEGRIA;1;Stockholm 1912;1876
andre-tison;André TISON;4;London 1908;1885
andrzej-zawieja;Andrzej ZAWIEJA;1;Mexico City 1968;1940
liane-lippert;Liane LIPPERT;1;Tokyo 2020;1998
aranka-binder;Aranka BINDER;3;Barcelona 1992;1966
adil-gungor;Adil GUNGOR;2;Melbourne 1956;1935
olli-hiidensalo;Olli HIIDENSALO;1;Beijing 2022;1991
birger-leirud;Birger LEIRUD;2;London 1948;1924
helene-cortin;Helene CORTIN;2;Barcelona 1992;1972
juan-carlos-trujillo;Juan Carlos TRUJILLO;1;Rio 2016;1985
ammaar-shabbir-ghadiyali;Ammaar Shabbir GHADIYALI;1;London 2012;1997
edward-carmichael;Edward CARMICHAEL;1;Los Angeles 1932;1907
charles-morgan-shipway;Charles Morgan SHIPWAY;1;Barcelona 1992;1968
tom-stiansen;Tom STIANSEN;3;Albertville 1992;1971
bing-zhang;Bing ZHANG;3;Seoul 1988;1969
tsagaanbaatar-khashbaatar;Tsagaanbaatar KHASHBAATAR;3;Athens 2004;1984
gilbert-henderson;Gilbert HENDERSON;1;Rome 1960;1926
rafael-castillo;Rafael CASTILLO;2;Rio 2016;1993
janos-panyik-1;Janos PANYIK;3;Albertville 1992;1970
james-ormond;James ORMOND;1;Nagano 1998;1973
pietro-zucchetti;Pietro ZUCCHETTI;2;London 2012;1981
mahaman-smaila;Mahaman SMAILA;2;Beijing 2008;1986
patrick-caldwell;Patrick CALDWELL;1;PyeongChang 2018;1994
georg-miske;Georg MISKE;2;Melbourne 1956;1928
shyam-lal-meena;Shyam Lal MEENA;1;Seoul 1988;1965
abdalaati-iguider;Abdalaati IGUIDER;3;Beijing 2008;1987
weon-kee-kim;Weon-Kee KIM;1;Los Angeles 1984;1962
grant-golding;Grant GOLDING;2;Athens 2004;1981
aleksandra-kowalczuk;Aleksandra KOWALCZUK;1;Tokyo 2020;1996
johann-millonig;Johann MILLONIG;1;Lake Placid 1980;1952
ragnar-gudmundsson;Ragnar GUDMUNDSSON;1;Seoul 1988;1968
eunice-jepkirui-kirwa;Eunice Jepkirui KIRWA;1;Rio 2016;1984
paulus-ambunda;Paulus AMBUNDA;1;Athens 2004;1980
anna-rita-sparaciari;Anna Rita SPARACIARI;1;Moscow 1980;1959
grant-mcdougall;Grant MCDOUGALL;1;Los Angeles 1932;1910
maryvonne-dupureur;Maryvonne DUPUREUR;3;Rome 1960;1937
kasper-bleibach;Kasper BLEIBACH;2;Beijing 2008;1984
soren-opti;Soren OPTI;2;Rio 2016;1997
ernst-emil-pedersen;Ernst Emil PEDERSEN;2;Mexico City 1968;1935
magne-havnaa;Magne HAVNAA;1;Los Angeles 1984;1963
carla-marchelli;Carla MARCHELLI;2;Cortina d'Ampezzo 1956;1935
ho-ching-lee;Ho Ching LEE;3;London 2012;1992
yufang-yuan;Yufang YUAN;3;Sydney 2000;1976
vincenzo-dall-osso;Vincenzo DALL'OSSO;1;Helsinki 1952;1929
amr-reda-ramadan-hussen;Amr Reda Ramadan HUSSEN;1;Tokyo 2020;1997
bubba-watson;Bubba WATSON;1;Rio 2016;1978
gerald-guy-conine;Gerald Guy CONINE;1;Tokyo 1964;1939
oswald-miller;Oswald MILLER;1;Paris 1924;1892
scott-henderson;Scott HENDERSON;1;Grenoble 1968;1943
rencia-joy-nasson;Rencia Joy NASSON;1;Barcelona 1992;1965
oscar-giacche;Oscar GIACCHE;2;London 1948;1923
nikolai-saksonov;Nikolai SAKSONOV;1;Helsinki 1952;1923
tran-van-nen;Tran Van NEN;1;Tokyo 1964;1927
ole-erik-gunnar-petersen;Ole Erik Gunnar PETERSEN;2;Rome 1960;1934
daniel-dan-sunden-cullberg;Daniel (Dan) SUNDÉN-CULLBERG;1;Los Angeles 1932;1907
robin-brew;Robin BREW;1;Los Angeles 1984;1962
valter-desiderio-gomez;Valter Desiderio GOMEZ;1;Munich 1972;1953
eric-jelen;Eric JELEN;1;Seoul 1988;1965
alexey-markov;Alexey MARKOV;5;Atlanta 1996;1979
lukas-britschgi;Lukas BRITSCHGI;1;Beijing 2022;1998
lyudmila-muravyova;Lyudmila MURAVYOVA;2;Mexico City 1968;1940
michel-steininger;Michel STEININGER;3;Rome 1960;1935
arthur-spencer;Arthur SPENCER;1;Los Angeles 1984;1947
mariana-mesa;Mariana MESA;1;Sydney 2000;1980
rudy-hachache;Rudy HACHACHE;1;Beijing 2008;1979
heribert-schmid;Heribert SCHMID;1;Innsbruck 1964;1941
noriko-mochizuki;Noriko MOCHIZUKI;1;Los Angeles 1984;1967
aimo-vartiainen;Aimo VARTIAINEN;1;St. Moritz 1948;1927
svend-erik-bjerg;Svend Erik BJERG;2;Mexico City 1968;1944
adam-vella;Adam VELLA;3;Athens 2004;1971
andrea-st-bernard;Andrea ST BERNARD;1;London 2012;1979
elisa-gasparin;Elisa GASPARIN;2;Sochi 2014;1991
takeshi-kamura;Takeshi KAMURA;1;Tokyo 2020;1990
eduardo-f-armella;Eduardo F. ARMELLA;1;Tokyo 1964;1928
faustine-mussa;Faustine MUSSA;1;London 2012;1981
irving-saladino;Irving SALADINO;3;Athens 2004;1983
mario-escobar-gomez;Mario ESCOBAR GOMEZ;1;Tokyo 1964;1940
jeffrey-davis;Jeffrey DAVIS;1;Lake Placid 1980;1958
annsert-whyte;Annsert WHYTE;1;Rio 2016;1987
christophe-epalle;Christophe EPALLE;3;Barcelona 1992;1969
adriana-biagiotti;Adriana BIAGIOTTI;1;Mexico City 1968;1947
jason-dungjen;Jason DUNGJEN;2;Lillehammer 1994;1967
florence-colle;Florence COLLE;1;Seoul 1988;1965
zdenek-pazdirek;Zdenek PAZDIREK;1;Innsbruck 1976;1953
stefano-simoncelli;Stefano SIMONCELLI;2;Munich 1972;1946
faina-melnik;Faina MELNIK;3;Munich 1972;1945
sara-ramadhani;Sara RAMADHANI;1;Rio 2016;1987
michael-frankenberg;Michael FRANKENBERG;1;Athens 2004;1978
floyd-c-nattrass;Floyd C. NATTRASS;1;Tokyo 1964;1918
william-peets;William PEETS;1;Munich 1972;1952
herbert-jamison;Herbert JAMISON;1;Athens 1896;1875
miroslav-vindis;Miroslav VINDIS;2;Seoul 1988;1963
wan-wah-lee;Wan Wah LEE;3;Sydney 2000;1975
luis-ariel-molina;Luis Ariel MOLINA;1;Rio 2016;1988
janos-nyisztor;Janos NYISZTOR;1;London 1908;
alec-page;Alec PAGE;1;London 2012;1993
jo-ann-galbraith;Jo-Ann GALBRAITH;1;Athens 2004;1985
nico-van-der-vlies;Nico Van Der VLIES;1;Lillehammer 1994;1972
igor-ozerov;Igor OZEROV;1;Lillehammer 1994;1968
oleksandr-pielieshenko;Oleksandr PIELIESHENKO;1;Rio 2016;1994
pietro-roman;Pietro ROMAN;1;Rio 2016;1989
dzhamolidin-abduzhaparov;Dzhamolidin ABDUZHAPAROV;2;Seoul 1988;1964
svetlana-gomboeva;Svetlana GOMBOEVA;1;Tokyo 2020;1998
albin-killat;Albin KILLAT;3;Los Angeles 1984;1962
earl-holmes-bell;Earl Holmes BELL;3;Montreal 1976;1955
larissa-inangorore;Larissa INANGORORE;1;Athens 2004;1984
rachid-bouaita;Rachid BOUAITA;2;Atlanta 1996;1974
philippe-heberle;Philippe HEBERLE;1;Los Angeles 1984;1963
meredith-charles-gourdine;Meredith Charles GOURDINE;1;Helsinki 1952;1929
toshiaki-maruyama;Toshiaki MARUYAMA;1;Sarajevo 1984;1959
jacqueline-vogt;Jacqueline VOGT;1;Calgary 1988;1969
christelle-janssens;Christelle JANSSENS;1;Seoul 1988;1972
andrew-tynes;Andrew TYNES;2;Atlanta 1996;1972
stephanie-foster;Stephanie FOSTER;1;Los Angeles 1984;1958
florian-raudaschl;Florian RAUDASCHL;1;London 2012;1978
elias-kuosmanen;Elias KUOSMANEN;1;Tokyo 2020;1995
miguel-garcia-aranda;Miguel GARCIA ARANDA;1;Mexico City 1968;1945
tatyana-tomashova;Tatyana TOMASHOVA;3;Sydney 2000;1975
simona-paduraru;Simona PADURARU;2;Sydney 2000;1981
maloney-westgaard;Thomas MALONEY WESTGAARD;2;PyeongChang 2018;1995
tobias-englmaier;Tobias ENGLMAIER;2;London 2012;1988
jamie-staff;Jamie STAFF;2;Athens 2004;1973
bauke-mollema;Bauke MOLLEMA;2;Rio 2016;1986
gustav-fischer;Gustav FISCHER;4;Helsinki 1952;1915
fernando-cuenca;Fernando CUENCA;1;Munich 1972;1950
helge-jansson;Helge JANSSON;2;Paris 1924;1904
judith-temes;Judith TEMES;3;London 1948;1930
gabor-kecskemeti;Gabor KECSKEMETI;1;Berlin 1936;1912
ingrid-gulbrandsen;Ingrid GULBRANDSEN;1;Antwerp 1920;
yana-martynova;Yana MARTYNOVA;3;Athens 2004;1988
theodore-david-anthony-collet;Theodore David Anthony COLLET;1;Amsterdam 1928;1901
amin-ghasemi-pour;Amin GHASEMI POUR;1;London 2012;1985
oleg-chiritso;Oleg CHIRITSO;1;Atlanta 1996;1964
franz-haupert;Franz HAUPERT;1;Berlin 1936;1907
keith-shepherd;Keith SHEPHERD;1;Grenoble 1968;1947
marcin-matkowski;Marcin MATKOWSKI;4;Athens 2004;1981
shrone-austin;Shrone AUSTIN;2;Athens 2004;1989
elena-mamedova;Elena MAMEDOVA;1;Beijing 2022;1994
alexander-rusakov;Alexander RUSAKOV;2;Athens 2004;1980
donald-w-bruneski;Donald W. BRUNESKI;1;Squaw Valley 1960;1937
horst-hornlein;Horst HÖRNLEIN;2;Grenoble 1968;1945
livingstone-alleyne;Livingstone ALLEYNE;1;Barcelona 1992;1971
brigitte-totschnigg;Brigitte TOTSCHNIGG;2;Sapporo 1972;1954
julia-voitovitsch;Julia VOITOVITSCH;1;Atlanta 1996;1976
max-golser;Max GOLSER;2;Grenoble 1968;1940
kristina-groves;Kristina GROVES;3;Salt Lake City 2002;1976
ulrich-lind;Ulrich LIND;3;Montreal 1976;1942
norma-wilson-crooker-fleming;Norma Wilson CROOKER-FLEMING;2;Melbourne 1956;1934
karl-ebb;Karl EBB;1;Paris 1924;1896
seraj-abdulrahim-m-alsaleem;Seraj Abdulrahim M ALSALEEM;1;Tokyo 2020;1996
kirk-johnson;Kirk JOHNSON;1;Barcelona 1992;1972
john-robert-plankenhorn;John Robert PLANKENHORN;1;Los Angeles 1984;1954
youngjun-kweon;Youngjun KWEON;1;Tokyo 2020;1987
john-lincoln-eisele;John Lincoln EISELE;1;London 1908;1884
tamas-decsi;Tamas DECSI;3;Beijing 2008;1982
sarrazin;Cyprien SARRAZIN;1;Beijing 2022;1994
etienne-desmarteau;Etienne DESMARTEAU;1;St. Louis 1904;1873
burchardt-hoppe;Burchardt HOPPE;3;Munich 1972;1946
reinhard-bredow;Reinhard BREDOW;2;Grenoble 1968;1947
joseph-h-f-fallon;Joseph H. F. FALLON;1;Paris 1924;1897
atanas-atanassov;Atanas ATANASSOV;1;Seoul 1988;1963
dagnis-iljins;Dagnis ILJINS;1;Rio 2016;1992
jan-dahlgren;Jan DAHLGREN;1;Munich 1972;1947
torsten-tranum-jensen;Torsten TRANUM-JENSEN;1;Sydney 2000;1979
sofia-akhmeteli;Sofia AKHMETELI;2;Nagano 1998;1981
christoph-harting;Christoph HARTING;2;Rio 2016;1990
akaki-chachua;Akaki CHACHUA;2;Sydney 2000;1969
dmitry-sarsembaev;Dmitry SARSEMBAEV;1;PyeongChang 2018;1997
apolo-anton-ohno;Apolo Anton OHNO;3;Salt Lake City 2002;1982
anca-grigoras;Anca GRIGORAS;2;Munich 1972;1957
astrid-guyart;Astrid GUYART;3;London 2012;1983
roderick-martin;Roderick MARTIN;2;Los Angeles 1984;1959
werner-burki;Werner BÜRKI;1;Berlin 1936;1909
joseph-donovan;Joseph DONOVAN;1;Mexico City 1968;1949
choukri-atafi;Choukri ATAFI;1;London 2012;1981
hans-huber-1;Hans HUBER;1;Tokyo 1964;1934
jody-patrick;Jody PATRICK;1;Athens 2004;1978
oscar-pinto;Oscar PINTO;1;Seoul 1988;1962
karina-skibby;Karina SKIBBY;2;Seoul 1988;1965
juan-carlos-haedo;Juan Carlos HAEDO;2;Montreal 1976;1948
galina-beliaeva-1;Galina BELIAEVA;1;Athens 2004;1967
hendryk-schamberger;Hendryk SCHAMBERGER;1;Lillehammer 1994;1968
patrick-ferland;Patrick FERLAND;2;Los Angeles 1984;1965
felicity-campbell;Felicity CAMPBELL;1;Albertville 1992;1974
john-hamann-nunn;John Hamann NUNN;1;Mexico City 1968;1942
jan-switkowski;Jan SWITKOWSKI;1;Rio 2016;1994
aleksandr-potapov;Aleksandr POTAPOV;1;Montreal 1976;1944
po-wa-chai;Po Wa CHAI;2;Barcelona 1992;1966
miroslav-pavlov;Miroslav PAVLOV;1;Moscow 1980;1956
oscar-camenzind;Oscar CAMENZIND;1;Sydney 2000;1971
birte-steven;Birte STEVEN;1;Athens 2004;1980
pilar-hidalgo;Pilar HIDALGO;1;Athens 2004;1979
krasimir-anev;Krasimir ANEV;3;Vancouver 2010;1987
roberto-franco;Roberto FRANCO;2;Calgary 1988;1964
constance-polman-tuin;Constance POLMAN-TUIN;1;Los Angeles 1984;1963
delfin-campo-galindo;Delfin CAMPO-GALINDO;1;Calgary 1988;1966
frode-otto-sorensen;Frode Otto SÖRENSEN;2;Los Angeles 1932;1912
hugh-patrick-matheson;Hugh Patrick MATHESON;3;Munich 1972;1949
steve-hutchinson;Steve HUTCHINSON;1;Grenoble 1968;1949
dietrich-dieter-engelhardt;Dietrich (Dieter) ENGELHARDT;1;Helsinki 1952;1926
maria-andrejczyk;Maria ANDREJCZYK;2;Rio 2016;1996
shing-hsiang-tsai;Shing-Hsiang TSAI;1;Los Angeles 1984;1960
sad-al-tubaikh;Sad AL-TUBAIKH;1;Los Angeles 1984;1965
john-patrick-a-hooper;John Patrick A. HOOPER;2;Rome 1960;1934
igor-pavlov;Igor PAVLOV;2;Athens 2004;1979
edera-cordiale-gentile;Edera CORDIALE-GENTILE;2;London 1948;1920
jens-christian-andersen;Jens Christian ANDERSEN;1;Melbourne 1956;1929
gilbert-lenin-castillo;Gilbert Lenin CASTILLO;1;Beijing 2008;1988
alyson-charles;Alyson CHARLES;1;Beijing 2022;1998
terry-dewitt;Terry DEWITT;1;Atlanta 1996;1963
szilvia-mednyanszki;Szilvia MEDNYANSZKI;1;Atlanta 1996;1971
patrick-burgener;Patrick BURGENER;2;PyeongChang 2018;1994
sasa-molnar;Sasa MOLNAR;1;St. Moritz 1948;
yousef-shadi;Yousef SHADI;1;Atlanta 1996;1969
mykhaylo-kokhan;Mykhaylo KOKHAN;1;Tokyo 2020;
lina-marcela-rivas-ordonez;Lina Marcela RIVAS ORDONEZ;2;London 2012;1990
eduard-skornyakov;Eduard SKORNYAKOV;2;Beijing 2008;1980
franklin-fearing-jr-wing;Franklin Fearing Jr. WING;1;London 1948;1908
ernst-kolb;Ernst KOLB;1;London 1948;
reinhold-boschert;Reinhold BOSCHERT;1;Mexico City 1968;1947
jaak-mae;Jaak MAE;5;Lillehammer 1994;1972
mohammed-al-rumaihi;Mohammed AL RUMAIHI;1;Tokyo 2020;1989
yrjo-kolho;Yrjö KOLHO;1;Antwerp 1920;1888
rudolfo-mijares;Rudolfo MIJARES;1;Rome 1960;1938
luis-gonzalez-4;Luis GONZALEZ;1;Mexico City 1968;1949
albina-lucy-osipowich;Albina Lucy OSIPOWICH;1;Amsterdam 1928;1911
alexander-serov;Alexander SEROV;2;Beijing 2008;1982
jan-rehula;Jan REHULA;1;Sydney 2000;1973
sebastien-levicq;Sebastien LEVICQ;2;Atlanta 1996;1971
paul-neagu;Paul NEAGU;3;Innsbruck 1976;1954
nikolay-kiselyov;Nikolay KISELYOV;1;Innsbruck 1964;1939
martin-gavin-anthony-rush;Martin Gavin Anthony RUSH;1;Barcelona 1992;1964
jonna-mendes;Jonna MENDES;2;Nagano 1998;1979
vatche-zadourian;Vatche ZADOURIAN;1;Barcelona 1992;1974
idel-torriente;Idel TORRIENTE;1;Beijing 2008;1986
sakurako-mukogawa;Sakurako MUKOGAWA;1;Beijing 2022;1992
doron-egozi;Doron EGOZI;1;Beijing 2008;1980
jackson-niyomugabo;Jackson NIYOMUGABO;2;Beijing 2008;1988
karolina-pliskova;Karolina PLISKOVA;1;Tokyo 2020;1992
lucia-louky-van-olphen-van-amstel;Lucia (Louky) VAN OLPHEN-VAN AMSTEL;1;Montreal 1976;1934
tingting-jiang;Tingting JIANG;2;Beijing 2008;1986
zinaida-voronina;Zinaida VORONINA;1;Mexico City 1968;1947
julio-guzman;Julio GUZMAN;1;Montreal 1976;1957
ricardo-vaz-guimaraes;Ricardo VAZ GUIMARAES;1;Los Angeles 1932;
tatiana-kudashova;Tatiana KUDASHOVA;1;Tokyo 2020;1997
ayumu-nedefuji;Ayumu NEDEFUJI;1;Sochi 2014;1994
chloe-kim;Chloe KIM;2;PyeongChang 2018;2000
stefan-zachaus;Stefan ZACHAUS;1;Tokyo 2020;1990
kathryn-evans;Kathryn EVANS;2;Sydney 2000;1981
kyle-mack;Kyle MACK;1;PyeongChang 2018;1997
jose-eugenio-defran;Jose Eugenio DEFRAN;1;Mexico City 1968;1938
anne-marie-lambert;Anne-Marie LAMBERT;1;Tokyo 1964;1945
dean-barker;Dean BARKER;1;Athens 2004;1973
abelardo-olivier;Abelardo OLIVIER;2;London 1908;1877
jose-trinidade-mello;Jose TRINIDADE MELLO;1;Berlin 1936;1895
glenn-leroy-mcleay;Glenn Leroy MCLEAY;2;Barcelona 1992;1968
mpesela-ntlot-soeu;Mpesela NTLOT SOEU;1;Athens 2004;1977
eva-willemarck;Eva WILLEMARCK;1;Vancouver 2010;1984
lance-pugh;Lance PUGH;1;London 1948;
miloslav-pazout;Miloslav PAZOUT;1;Grenoble 1968;1948
edith-ogoke;Edith OGOKE;1;London 2012;1990
adrianne-dunnett;Adrianne DUNNETT;1;Los Angeles 1984;1961
gordon-audley;Gordon AUDLEY;3;St. Moritz 1948;1928
rabab-cheddar;Rabab CHEDDAR;1;Tokyo 2020;1991
james-corkery;James CORKERY;1;Stockholm 1912;
chokri-boudchiche;Chokri BOUDCHICHE;1;Barcelona 1992;1963
marco-grimalt;Marco GRIMALT;2;Rio 2016;1989
diana-mason;Diana MASON;2;Montreal 1976;1933
kiyoshi-niwa;Kiyoshi NIWA;1;Mexico City 1968;1947
elke-karin-morciniec;Elke-Karin MORCINIEC;1;Moscow 1980;1943
orhan-suda;Orhan SUDA;2;Berlin 1936;1916
mustafa-kaya;Mustafa KAYA;1;Rio 2016;1992
zhi-ma;Zhi MA;1;Seoul 1988;1965
alexandr-mukhin;Alexandr MUKHIN;1;Beijing 2022;1998
jose-geraldino;Jose GERALDINO;2;Atlanta 1996;1971
rob-de-castella;Rob DE CASTELLA;4;Moscow 1980;1957
ricardo-torres-arguelles;Ricardo TORRES ARGUELLES;1;Barcelona 1992;1967
pertti-niittyla;Pertti NIITTYLÄ;4;Innsbruck 1976;1956
garba-lame;Garba LAME;1;Seoul 1988;1968
misaki-emura;Misaki EMURA;1;Tokyo 2020;1998
peter-kirby;Peter KIRBY;1;Innsbruck 1964;1931
vladimir-volkov;Vladimir VOLKOV;1;Helsinki 1952;1921
isael-alvarez;Isael ALVAREZ;1;Sydney 2000;1974
dias-keneshev;Dias KENESHEV;2;Vancouver 2010;1985
peter-jonas;Peter JONAS;2;Squaw Valley 1960;1941
aree-wiratthaworn;Aree WIRATTHAWORN;1;Athens 2004;1980
pascal-debacker;Pascal DEBACKER;1;Los Angeles 1984;1960
steve-anderhub;Steve ANDERHUB;2;Nagano 1998;1970
stefan-sjostrand;Stefan SJOSTRAND;1;Los Angeles 1984;1962
daria-semianova;Daria SEMIANOVA;1;Tokyo 2020;2002
andrii-vynokurov;Andrii VYNOKUROV;1;Beijing 2008;1982
liubov-smolka;Liubov SMOLKA;1;Moscow 1980;1952
junior-ward;Junior WARD;1;Los Angeles 1984;1956
konrad-winkler;Konrad WINKLER;2;Innsbruck 1976;1955
ramila-yusubova;Ramila YUSUBOVA;1;London 2012;1987
david-tshama-mwenekabwe;David TSHAMA MWENEKABWE;1;Tokyo 2020;1996
francesco-faraldo;Francesco FARALDO;1;London 2012;1982
guerrino-moro;Guerrino MORO;2;Tokyo 1964;1943
susanne-riesch;Susanne RIESCH;1;Vancouver 2010;1987
wenlong-xu;Wenlong XU;2;Vancouver 2010;1987
darisleydis-amador;Darisleydis AMADOR;1;London 2012;1988
wilson-kaoma;Wilson KAOMA;1;Moscow 1980;
nestor-mora;Nestor MORA;1;Los Angeles 1984;1963
marc-tur;Marc TUR;1;Tokyo 2020;1994
forbes-holten-jr-norris;Forbes Holten Jr. NORRIS;1;London 1948;1928
sophia-papamichalopoulou;Sophia PAPAMICHALOPOULOU;1;Vancouver 2010;1990
franklin-zielecke;Franklin ZIELECKE;1;Munich 1972;1946
pietro-dell-oro;Pietro DELL'ORO;1;Antwerp 1920;
vasiliy-kaptyukh;Vasiliy KAPTYUKH;3;Atlanta 1996;1967
roger-yeoman;Roger YEOMAN;1;Seoul 1988;1957
elizaveta-ukolova;Elizaveta UKOLOVA;1;Sochi 2014;1998
enrique-jurado;Enrique JURADO;1;Berlin 1936;1911
hannah-schmidt;Hannah SCHMIDT;1;Beijing 2022;1994
nawrath;Philipp NAWRATH;1;Beijing 2022;1993
warren-rex-jay-cawley;Warren (Rex) Jay CAWLEY;1;Tokyo 1964;1940
doyler-eustoquio-sanchez-guerrero;Doyler Eustoquio SANCHEZ GUERRERO;1;London 2012;1988
karoly-korbel;Karoly KORBEL;1;Barcelona 1992;1971
alia-delia-eichinger;Alia Delia EICHINGER;1;Beijing 2022;2001
burcu-yuksel;Burcu YUKSEL;1;London 2012;1990
katherine-louise-rawls;Katherine Louise RAWLS;2;Los Angeles 1932;1918
ricardo-alberto-cruz-flores;Ricardo Alberto CRUZ FLORES;1;Mexico City 1968;1946
kam-po-wong;Kam Po WONG;5;Atlanta 1996;1973
ranieri-campello;Ranieri CAMPELLO;2;Seoul 1988;1962
naito-ehara;Naito EHARA;1;Rio 2016;1993
rachel-moret;Rachel MORET;1;Tokyo 2020;1989
kelly-plitz;Kelly PLITZ;1;Los Angeles 1984;1957
daniel-attah;Daniel ATTAH;1;Atlanta 1996;1978
jana-posnerova-kubickova;Jana POSNEROVA-KUBICKOVA;2;Tokyo 1964;1945
lubomir-nacovsky;Lubomir NACOVSKY;2;Tokyo 1964;1935
imre-simko;Imre SIMKO;2;Rome 1960;1939
elena-richter;Elena RICHTER;1;London 2012;1989
sophie-ormond;Sophie ORMOND;1;Nagano 1998;1979
izzat-artykov;Izzat ARTYKOV;1;Rio 2016;1993
frederico-alfredo;Frederico ALFREDO;3;Los Angeles 1984;1964
louis-jean-culot;Louis Jean CULOT;1;London 1948;1915
janez-maric;Janez MARIC;4;Salt Lake City 2002;1975
scott-westcott;Scott WESTCOTT;1;Rio 2016;1975
laurence-rase;Laurence RASE;1;Athens 2004;1977
daniel-wepener-bekker;Daniel Wepener BEKKER;2;Melbourne 1956;1932
paul-hanley;Paul HANLEY;1;Beijing 2008;1977
marina-gilardoni;Marina GILARDONI;2;Sochi 2014;1987
lars-bystoel;Lars BYSTOEL;2;Salt Lake City 2002;1978
raymond-gordon-jr-clark;Raymond Gordon Jr. CLARK;1;London 1948;1924
maja-tvrdy;Maja TVRDY;2;Beijing 2008;1983
john-ford;John FORD;1;Los Angeles 1984;1957
mabel-fergerson;Mabel FERGERSON;1;Munich 1972;1955
antony-fowler;Antony FOWLER;1;Rio 2016;1991
oswald-g-h-lints;Oswald G. H. LINTS;2;Antwerp 1920;
stanley-dunklee;Stanley DUNKLEE;2;Innsbruck 1976;1954
abdi-bile;Abdi BILE;2;Los Angeles 1984;1962
henri-jacob-wynoldy-daniels;Henri Jacob WYNOLDY-DANIELS;3;Antwerp 1920;1889
wouter-d-haene;Wouter D HAENE;1;Athens 2004;1982
brian-carr-hartley;Brian CARR-HARTLEY;1;Munich 1972;1938
tibor-pezsa;Tibor PEZSA;3;Tokyo 1964;1935
charles-william-jr-lyon;Charles William Jr. LYON;1;Los Angeles 1932;1915
mairead-curran;Mairead CURRAN;1;Barcelona 1992;1964
fanny-letourneau;Fanny LETOURNEAU;2;Sydney 2000;1979
arci-zelia-kempner;Arci Zelia KEMPNER;1;Moscow 1980;1934
sibylle-powarzynski;Sibylle POWARZYNSKI;1;Atlanta 1996;1968
simon-friedli;Simon FRIEDLI;2;PyeongChang 2018;1991
lucas-braathen;Lucas BRAATHEN;1;Beijing 2022;2000
josef-gumpold;Josef GUMPOLD;1;Garmisch-Partenkirchen 1936;1908
andre-johannpeter;Andre JOHANNPETER;3;Seoul 1988;1963
tom-hilde;Tom HILDE;1;Vancouver 2010;1987
camille-cerutti;Camille CERUTTI;1;Beijing 2022;1998
ludmila-milanova;Ludmila MILANOVA;2;Calgary 1988;1967
petri-juhani-keskitalo;Petri Juhani KESKITALO;2;Seoul 1988;1967
bilal-ahmed-rifaat-rifaee;Bilal Ahmed RIFAAT RIFAEE;1;Los Angeles 1984;1957
mariza-gregorio;Mariza GREGORIO;1;Barcelona 1992;1976
ayumi-uekusa;Ayumi UEKUSA;1;Tokyo 2020;1992
george-colin-ratsey;George Colin RATSEY;1;Los Angeles 1932;1906
atanas-jelev;Atanas JELEV;1;Mexico City 1968;1938
ross-b-zucco;Ross B. ZUCCO;1;Squaw Valley 1960;1934
ines-remersaro;Ines REMERSARO;2;London 2012;1992
kenneth-gould;Kenneth GOULD;1;Seoul 1988;1967
vladimir-kuznetsov-3;Vladimir KUZNETSOV;1;Beijing 2008;1984
bernhard-lehmann;Bernhard LEHMANN;3;Innsbruck 1976;1948
yong-mi-kim-2;Yong-Mi KIM;2;Atlanta 1996;1976
gabor-mitring;Gabor MITRING;3;Seoul 1988;1967
josef-prokes;Josef PROKES;1;Cortina d'Ampezzo 1956;1933
lea-melissa-moutoussamy;Lea Melissa MOUTOUSSAMY;1;London 2012;1997
mynor-rolando-ramirez-fuentes;Mynor Rolando RAMIREZ FUENTES;2;Barcelona 1992;1972
jessica-learmonth;Jessica LEARMONTH;1;Tokyo 2020;1988
alison-jackson;Alison JACKSON;1;Tokyo 2020;1988
ato-leau-plodzicki-faoagali;Ato Leau PLODZICKI-FAOAGALI;1;Tokyo 2020;1999
khamsavath-vilayphone;Khamsavath VILAYPHONE;1;Barcelona 1992;1967
viktoria-carlerback;Viktoria CARLERBACK;1;Beijing 2008;1973
nicolae-berechet;Nicolae BERECHET;1;Berlin 1936;1915
alfred-fred-theobald;Alfred (Fred) THEOBALD;1;Montreal 1976;1950
